"ts_code";"symbol";"name";"area";"industry";"fullname";"enname";"market";"exchange";"curr_type";"list_status";"list_date";"delist_date";"is_hs";"live_year"
"002759.SZ";"002759";"天际股份";"广东";"家用电器";"广东天际电器股份有限公司";"Guangdong Tonze Electric Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002760.SZ";"002760";"凤形股份";"江西";"机械基件";"凤形股份有限公司";"Fengxing Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002761.SZ";"002761";"浙江建投";"浙江";"建筑工程";"浙江省建设投资集团股份有限公司";"Zhejiang Construction Investment Group Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002762.SZ";"002762";"金发拉比";"广东";"服饰";"金发拉比妇婴童用品股份有限公司";"Jinfa Labi Maternity & Baby Articles Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002763.SZ";"002763";"汇洁股份";"广东";"服饰";"深圳汇洁集团股份有限公司";"Shenzhen Huijie Group Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002765.SZ";"002765";"蓝黛科技";"重庆";"元器件";"蓝黛科技集团股份有限公司";"Landai Technology Group Corp., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002766.SZ";"002766";"*ST索菱";"广东";"汽车配件";"深圳市索菱实业股份有限公司";"Shenzhen Soling Industrial Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002767.SZ";"002767";"先锋电子";"浙江";"电器仪表";"杭州先锋电子技术股份有限公司";"Hangzhou Innover Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002768.SZ";"002768";"国恩股份";"山东";"塑料";"青岛国恩科技股份有限公司";"Qingdao Gon Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"002769.SZ";"002769";"普路通";"广东";"仓储物流";"深圳市普路通供应链管理股份有限公司";"Shenzhen Prolto Supply Chain Management Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002770.SZ";"002770";"*ST科迪";"河南";"乳制品";"河南科迪乳业股份有限公司";"Henan Kedi Dairy Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002771.SZ";"002771";"真视通";"北京";"软件服务";"北京真视通科技股份有限公司";"Beijing Transtrue Technology Inc.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002772.SZ";"002772";"众兴菌业";"甘肃";"种植业";"天水众兴菌业科技股份有限公司";"Tianshui Zhongxing Bio-Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002773.SZ";"002773";"康弘药业";"四川";"化学制药";"成都康弘药业集团股份有限公司";"Chengdu Kanghong Pharmaceutical Group Co., Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"S";"7"
"002774.SZ";"002774";"快意电梯";"广东";"运输设备";"快意电梯股份有限公司";"Ife Elevators Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002775.SZ";"002775";"文科园林";"广东";"建筑工程";"深圳文科园林股份有限公司";"Shenzhen Wenke Landscape Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002776.SZ";"002776";"ST柏龙";"广东";"服饰";"广东柏堡龙股份有限公司";"Guangdong Bobaolon Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002777.SZ";"002777";"久远银海";"四川";"软件服务";"四川久远银海软件股份有限公司";"Sichuan Jiuyuan Yinhai Software Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002778.SZ";"002778";"中晟高科";"江苏";"石油加工";"江苏中晟高科环境股份有限公司";"Jiangsu Zhongsheng Gaoke Environmental Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002779.SZ";"002779";"中坚科技";"浙江";"农用机械";"浙江中坚科技股份有限公司";"Zhejiang Zhongjian Technology Co ,.Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002780.SZ";"002780";"三夫户外";"北京";"其他商业";"北京三夫户外用品股份有限公司";"Beijing Sanfo Outdoor Products Co., Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002781.SZ";"002781";"奇信股份";"江西";"装修装饰";"江西奇信集团股份有限公司";"Jiangxi Qixin Group Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002782.SZ";"002782";"可立克";"广东";"电气设备";"深圳可立克科技股份有限公司";"Shenzhen Click Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002783.SZ";"002783";"凯龙股份";"湖北";"化工原料";"湖北凯龙化工集团股份有限公司";"Hubei Kailong Chemical Group Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002785.SZ";"002785";"万里石";"福建";"其他建材";"厦门万里石股份有限公司";"Xiamen Wanli Stone Stock Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002786.SZ";"002786";"银宝山新";"广东";"专用机械";"深圳市银宝山新科技股份有限公司";"Shenzhen Silver Basis Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002787.SZ";"002787";"华源控股";"江苏";"广告包装";"苏州华源控股股份有限公司";"Suzhou Hycan Holdings Co., Ltd";"中小板";"SZSE";"CNY";"L";"2015";"";"N";"7"
"002788.SZ";"002788";"鹭燕医药";"福建";"医药商业";"鹭燕医药股份有限公司";"Luyan Pharma Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002789.SZ";"002789";"建艺集团";"广东";"装修装饰";"深圳市建艺装饰集团股份有限公司";"Shenzhen Jianyi Decoration Group Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002790.SZ";"002790";"瑞尔特";"福建";"家居用品";"厦门瑞尔特卫浴科技股份有限公司";"Xiamen R&T Plumbing Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002791.SZ";"002791";"坚朗五金";"广东";"其他建材";"广东坚朗五金制品股份有限公司";"Guangdong Kinlong Hardware Products Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002792.SZ";"002792";"通宇通讯";"广东";"通信设备";"广东通宇通讯股份有限公司";"Tongyu Communication Inc.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002793.SZ";"002793";"罗欣药业";"浙江";"化学制药";"罗欣药业集团股份有限公司";"Luoxin Pharmaceuticals Group Stock Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002795.SZ";"002795";"永和智控";"浙江";"机械基件";"永和流体智控股份有限公司";"Yorhe Fluid Intelligent Control Co., Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002796.SZ";"002796";"世嘉科技";"江苏";"通信设备";"苏州市世嘉科技股份有限公司";"Suzhou Shijia Science & Technology Inc.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002797.SZ";"002797";"第一创业";"广东";"证券";"第一创业证券股份有限公司";"First Capital Securities Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002798.SZ";"002798";"帝欧家居";"四川";"家居用品";"帝欧家居集团股份有限公司";"D&O Home Collection Group Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002799.SZ";"002799";"环球印务";"陕西";"广告包装";"西安环球印务股份有限公司";"Xi'An Global Printing Co., Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002800.SZ";"002800";"天顺股份";"新疆";"仓储物流";"新疆天顺供应链股份有限公司";"Xinjiang Tianshun Supply Chain Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002801.SZ";"002801";"微光股份";"浙江";"电气设备";"杭州微光电子股份有限公司";"Hangzhou Weiguang Electronic Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002802.SZ";"002802";"洪汇新材";"江苏";"化工原料";"无锡洪汇新材料科技股份有限公司";"Wuxi Honghui New Materials Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002803.SZ";"002803";"吉宏股份";"福建";"互联网";"厦门吉宏科技股份有限公司";"Xiamen Jihong Technology Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002805.SZ";"002805";"丰元股份";"山东";"化工原料";"山东丰元化学股份有限公司";"Shandong Fengyuan Chemical Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002806.SZ";"002806";"华锋股份";"广东";"铝";"广东华锋新能源科技股份有限公司";"Guangdong Huafeng New Energy Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002807.SZ";"002807";"江阴银行";"江苏";"银行";"江苏江阴农村商业银行股份有限公司";"Jiangsu Jiangyin Rural Commercial Bank Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002808.SZ";"002808";"恒久科技";"江苏";"元器件";"苏州恒久光电科技股份有限公司";"Suzhou Goldengreen Technologies Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002809.SZ";"002809";"红墙股份";"广东";"化工原料";"广东红墙新材料股份有限公司";"Guangdong Redwall New Materials Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002810.SZ";"002810";"山东赫达";"山东";"化工原料";"山东赫达集团股份有限公司";"Shandong Head Group Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002811.SZ";"002811";"郑中设计";"广东";"装修装饰";"深圳市郑中设计股份有限公司";"Shenzhen Cheng Chung Design Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002812.SZ";"002812";"恩捷股份";"云南";"电气设备";"云南恩捷新材料股份有限公司";"Yunnan Energy New Material Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002813.SZ";"002813";"路畅科技";"广东";"汽车配件";"深圳市路畅科技股份有限公司";"Shenzhen Roadrover Technology Co., Ltd";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002815.SZ";"002815";"崇达技术";"广东";"元器件";"崇达技术股份有限公司";"Suntak Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002816.SZ";"002816";"和科达";"广东";"专用机械";"深圳市和科达精密清洗设备股份有限公司";"Shenzhen Hekeda Precision Cleaning Equipment Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002817.SZ";"002817";"黄山胶囊";"安徽";"化学制药";"安徽黄山胶囊股份有限公司";"Anhui Huangshan Capsule Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002818.SZ";"002818";"富森美";"四川";"其他商业";"成都富森美家居股份有限公司";"Chengdu Fusen Noble-House Industrial Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002819.SZ";"002819";"东方中科";"北京";"电器仪表";"北京东方中科集成科技股份有限公司";"Beijing Oriental Jicheng  Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002820.SZ";"002820";"桂发祥";"天津";"食品";"天津桂发祥十八街麻花食品股份有限公司";"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002821.SZ";"002821";"凯莱英";"天津";"生物制药";"凯莱英医药集团(天津)股份有限公司";"Asymchem Laboratories (Tianjin) Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002822.SZ";"002822";"中装建设";"广东";"装修装饰";"深圳市中装建设集团股份有限公司";"Shenzhen Zhongzhuang Construction Group Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002823.SZ";"002823";"凯中精密";"广东";"机械基件";"深圳市凯中精密技术股份有限公司";"Shenzhen Kaizhong Precision Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002824.SZ";"002824";"和胜股份";"广东";"铝";"广东和胜工业铝材股份有限公司";"Guangdong Hoshion Industrial Aluminium Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002825.SZ";"002825";"纳尔股份";"上海";"化工原料";"上海纳尔实业股份有限公司";"Shanghai Nar Industrial Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002826.SZ";"002826";"易明医药";"西藏";"化学制药";"西藏易明西雅医药科技股份有限公司";"Tibet Aim Pharm. Inc.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002827.SZ";"002827";"高争民爆";"西藏";"化工原料";"西藏高争民爆股份有限公司";"Tibet Gaozheng Explosive Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002828.SZ";"002828";"贝肯能源";"新疆";"石油开采";"新疆贝肯能源工程股份有限公司";"Xinjiang Beiken Energy Engineering Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002829.SZ";"002829";"星网宇达";"北京";"航空";"北京星网宇达科技股份有限公司";"BeiJing StarNeto Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002830.SZ";"002830";"名雕股份";"广东";"装修装饰";"深圳市名雕装饰股份有限公司";"Shenzhen Mingdiao Decoration Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002831.SZ";"002831";"裕同科技";"广东";"广告包装";"深圳市裕同包装科技股份有限公司";"Shenzhen Yuto Packaging Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002832.SZ";"002832";"比音勒芬";"广东";"服饰";"比音勒芬服饰股份有限公司";"Biem.L.Fdlkk Garment Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002833.SZ";"002833";"弘亚数控";"广东";"专用机械";"广州弘亚数控机械股份有限公司";"Guangzhou Kdt Machinery Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002835.SZ";"002835";"同为股份";"广东";"元器件";"深圳市同为数码科技股份有限公司";"Shenzhen Tvt Digital Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002836.SZ";"002836";"新宏泽";"广东";"广告包装";"广东新宏泽包装股份有限公司";"Guangdong New Grand Long Packing Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"N";"6"
"002837.SZ";"002837";"英维克";"广东";"专用机械";"深圳市英维克科技股份有限公司";"Shenzhen Envicool Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2016";"";"S";"6"
"002838.SZ";"002838";"道恩股份";"山东";"塑料";"山东道恩高分子材料股份有限公司";"Shandong Dawn Polymer Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002839.SZ";"002839";"张家港行";"江苏";"银行";"江苏张家港农村商业银行股份有限公司";"Jiangsu Zhangjiagang Rural Commercial Bank Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002840.SZ";"002840";"华统股份";"浙江";"食品";"浙江华统肉制品股份有限公司";"Zhejiang Huatong Meat Products Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002841.SZ";"002841";"视源股份";"广东";"元器件";"广州视源电子科技股份有限公司";"Guangzhou Shiyuan Electronic Technology Company Limited";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002842.SZ";"002842";"翔鹭钨业";"广东";"小金属";"广东翔鹭钨业股份有限公司";"Guangdong Xianglu Tungsten Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002843.SZ";"002843";"泰嘉股份";"湖南";"钢加工";"湖南泰嘉新材料科技股份有限公司";"Bichamp Cutting Technology (Hunan)Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002845.SZ";"002845";"同兴达";"广东";"元器件";"深圳同兴达科技股份有限公司";"Shenzhen Txd Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002846.SZ";"002846";"英联股份";"广东";"广告包装";"广东英联包装股份有限公司";"Guangdong Enpack Packaging Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002847.SZ";"002847";"盐津铺子";"湖南";"食品";"盐津铺子食品股份有限公司";"Yanker Shop Food Co., Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002848.SZ";"002848";"高斯贝尔";"湖南";"家用电器";"高斯贝尔数码科技股份有限公司";"Gospell Digital Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002849.SZ";"002849";"威星智能";"浙江";"电器仪表";"浙江威星智能仪表股份有限公司";"Zhejiang Viewshine Intelligent Meter Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002850.SZ";"002850";"科达利";"广东";"电气设备";"深圳市科达利实业股份有限公司";"Shenzhen Kedali Industry Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002851.SZ";"002851";"麦格米特";"广东";"电气设备";"深圳麦格米特电气股份有限公司";"Shenzhen Megmeet Electrical Co., Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002852.SZ";"002852";"道道全";"湖南";"食品";"道道全粮油股份有限公司";"Daodaoquan Grain and Oil Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002853.SZ";"002853";"皮阿诺";"广东";"家居用品";"广东皮阿诺科学艺术家居股份有限公司";"Guangdong Piano Customized Furniture Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002855.SZ";"002855";"捷荣技术";"广东";"元器件";"东莞捷荣技术股份有限公司";"Dongguan Chitwing Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002856.SZ";"002856";"美芝股份";"广东";"装修装饰";"深圳市美芝装饰设计工程股份有限公司";"Shenzhen Magic Design & Decoration Engineering Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002857.SZ";"002857";"三晖电气";"河南";"电器仪表";"郑州三晖电气股份有限公司";"Sms Electric Co.,Ltd.Zhengzhou";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002858.SZ";"002858";"力盛赛车";"上海";"文教休闲";"上海力盛赛车文化股份有限公司";"Shanghai Lisheng Racing Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002859.SZ";"002859";"洁美科技";"浙江";"元器件";"浙江洁美电子科技股份有限公司";"Zhejiang Jiemei Electronic and Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002860.SZ";"002860";"星帅尔";"浙江";"家用电器";"杭州星帅尔电器股份有限公司";"Hangzhou Star Shuaier Electric Appliance Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002861.SZ";"002861";"瀛通通讯";"湖北";"通信设备";"瀛通通讯股份有限公司";"YingTong Telecommunication Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002862.SZ";"002862";"实丰文化";"广东";"文教休闲";"实丰文化发展股份有限公司";"Shifeng Cultural Development Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002863.SZ";"002863";"今飞凯达";"浙江";"汽车配件";"浙江今飞凯达轮毂股份有限公司";"Zhejiang Jinfei Kaida Wheel Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002864.SZ";"002864";"盘龙药业";"陕西";"中成药";"陕西盘龙药业集团股份有限公司";"Shaanxi Panlong Pharmaceutical Group Limited By Share Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002865.SZ";"002865";"钧达股份";"海南";"汽车配件";"海南钧达汽车饰件股份有限公司";"Hainan Drinda Automotive Trim Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002866.SZ";"002866";"传艺科技";"江苏";"IT设备";"江苏传艺科技股份有限公司";"Jiangsu Transimage Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002867.SZ";"002867";"周大生";"广东";"服饰";"周大生珠宝股份有限公司";"Chow Tai Seng Jewellery Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002868.SZ";"002868";"绿康生化";"福建";"农业综合";"绿康生化股份有限公司";"Lifecome Biochemistry Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002869.SZ";"002869";"金溢科技";"广东";"通信设备";"深圳市金溢科技股份有限公司";"Shenzhen Genvict Technologies Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002870.SZ";"002870";"香山股份";"广东";"汽车配件";"广东香山衡器集团股份有限公司";"Guangdong Senssun Weighing Apparatus Group Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002871.SZ";"002871";"伟隆股份";"山东";"机械基件";"青岛伟隆阀门股份有限公司";"Qingdao Weflo Valve Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002872.SZ";"002872";"ST天圣";"重庆";"化学制药";"天圣制药集团股份有限公司";"Tiansheng Pharmaceutical Group Co., Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002873.SZ";"002873";"新天药业";"贵州";"中成药";"贵阳新天药业股份有限公司";"Guiyang Xintian Pharmaceutical Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002875.SZ";"002875";"安奈儿";"广东";"服饰";"深圳市安奈儿股份有限公司";"Annil Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002876.SZ";"002876";"三利谱";"广东";"元器件";"深圳市三利谱光电科技股份有限公司";"Shenzhen Sunnypol Optoelectronics Co., Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002877.SZ";"002877";"智能自控";"江苏";"电器仪表";"无锡智能自控工程股份有限公司";"Wuxi Smart Auto-Control Engineering Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002878.SZ";"002878";"元隆雅图";"北京";"文教休闲";"北京元隆雅图文化传播股份有限公司";"Beijing Yuanlong Yato Culture Dissemination Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002879.SZ";"002879";"长缆科技";"湖南";"电气设备";"长缆电工科技股份有限公司";"Chang Lan Electric Technology Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002880.SZ";"002880";"卫光生物";"广东";"生物制药";"深圳市卫光生物制品股份有限公司";"Shenzhen Weiguang Biological Products Co.,Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002881.SZ";"002881";"美格智能";"广东";"通信设备";"美格智能技术股份有限公司";"Meig Smart Technology Co,. Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002882.SZ";"002882";"金龙羽";"广东";"电气设备";"金龙羽集团股份有限公司";"Jinlongyu Group Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002883.SZ";"002883";"中设股份";"江苏";"建筑工程";"江苏中设集团股份有限公司";"Jiangsu Zhongshe Group Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002884.SZ";"002884";"凌霄泵业";"广东";"专用机械";"广东凌霄泵业股份有限公司";"Guangdong Lingxiao Pump Industry Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002885.SZ";"002885";"京泉华";"广东";"元器件";"深圳市京泉华科技股份有限公司";"Shenzhen Jingquanhua Electronics Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002886.SZ";"002886";"沃特股份";"广东";"塑料";"深圳市沃特新材料股份有限公司";"Shenzhen Wote Advanced Materials Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002887.SZ";"002887";"绿茵生态";"天津";"环境保护";"天津绿茵景观生态建设股份有限公司";"Tianjin Lvyin Landscape and Ecology Construction Co., Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002888.SZ";"002888";"惠威科技";"广东";"元器件";"广州惠威电声科技股份有限公司";"Hivi Acoustics Technology Co., Ltd";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002889.SZ";"002889";"东方嘉盛";"广东";"仓储物流";"深圳市东方嘉盛供应链股份有限公司";"Shenzhen Easttop Supply Chain Management Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002890.SZ";"002890";"弘宇股份";"山东";"农用机械";"山东弘宇农机股份有限公司";"Shandong Hongyu Agricultural Machinery Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002891.SZ";"002891";"中宠股份";"山东";"饲料";"烟台中宠食品股份有限公司";"Yantai China Pet Foods Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002892.SZ";"002892";"科力尔";"湖南";"电气设备";"科力尔电机集团股份有限公司";"Keli Motor Group Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002893.SZ";"002893";"华通热力";"北京";"供气供热";"北京华远意通热力科技股份有限公司";"Beijing Huayuan Yitong Thermal Technology Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002895.SZ";"002895";"川恒股份";"贵州";"化工原料";"贵州川恒化工股份有限公司";"Guizhou Chanhen Chemical Corporation";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002896.SZ";"002896";"中大力德";"浙江";"机械基件";"宁波中大力德智能传动股份有限公司";"Ningbo Zhongda Leader Intelligent Transmission Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002897.SZ";"002897";"意华股份";"浙江";"元器件";"温州意华接插件股份有限公司";"Wenzhou Yihua Connector Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002898.SZ";"002898";"赛隆药业";"广东";"化学制药";"赛隆药业集团股份有限公司";"Sailong Pharmaceutical Group Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002899.SZ";"002899";"英派斯";"山东";"文教休闲";"青岛英派斯健康科技股份有限公司";"Impulse (Qingdao) Health Tech Co., Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002900.SZ";"002900";"哈三联";"黑龙江";"化学制药";"哈尔滨三联药业股份有限公司";"Harbin Medisan Pharmaceutical Co., Ltd .";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002901.SZ";"002901";"大博医疗";"福建";"医疗保健";"大博医疗科技股份有限公司";"Double Medical Technology Inc.";"中小板";"SZSE";"CNY";"L";"2017";"";"S";"5"
"002902.SZ";"002902";"铭普光磁";"广东";"元器件";"东莞铭普光磁股份有限公司";"Dongguan Mentech Optical & Magnetic Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
"002903.SZ";"002903";"宇环数控";"湖南";"机床制造";"宇环数控机床股份有限公司";"Yuhuan Cnc Machine Tool Co.,Ltd.";"中小板";"SZSE";"CNY";"L";"2017";"";"N";"5"
