"education_val";"time";"province"
"0.1522160068846816";"2006";"天津"
"0.140843044166307";"2005";"天津"
"0.14338585175002644";"2004";"天津"
"0.10858638743455497";"2003";"天津"
"0.10565007351396766";"2002";"天津"
"0.08496732026143791";"2019";"西藏"
"0.08001576665352779";"2018";"西藏"
"0.08373205741626795";"2017";"西藏"
"0.052547770700636945";"2016";"西藏"
"0.07113599721120746";"2015";"西藏"
"0.026034997865983782";"2014";"西藏"
"0.02391304347826087";"2013";"西藏"
"0.04245283018867924";"2012";"西藏"
"0.049681528662420385";"2011";"西藏"
"0.03187490300129151";"2010";"西藏"
"0.016842105263157894";"2009";"西藏"
"0.017190775681341718";"2008";"西藏"
"0.012078300708038317";"2007";"西藏"
"0.010588733587462939";"2006";"西藏"
"0.008886327793279147";"2005";"西藏"
"0.009414654113794515";"2004";"西藏"
"0.008244023083264633";"2003";"西藏"
"0.007896924355777223";"2002";"西藏"
"0.14876913587169854";"2019";"新疆"
"0.17229931972789114";"2018";"新疆"
"0.18086283185840707";"2017";"新疆"
"0.13728091999778846";"2016";"新疆"
"0.14549257350712336";"2015";"新疆"
"0.1324708774805362";"2014";"新疆"
"0.12850218701974228";"2013";"新疆"
"0.13435836782968658";"2012";"新疆"
"0.111453488372093";"2011";"新疆"
"0.10923316479260847";"2010";"新疆"
"0.09505790620341704";"2009";"新疆"
"0.09703026841804684";"2008";"新疆"
"0.0897274393037105";"2007";"新疆"
"0.0869464275349701";"2006";"新疆"
"0.08748841823891636";"2005";"新疆"
"0.09894376248929489";"2004";"新疆"
"0.09995367153115589";"2003";"新疆"
"0.09879253567508232";"2002";"新疆"
"0.11277465070430584";"2019";"云南"
"0.09936037612070851";"2018";"云南"
"0.08507785348767206";"2017";"云南"
"0.08692120227457352";"2016";"云南"
"0.09480144287919184";"2015";"云南"
"0.06809478883400855";"2014";"云南"
"0.07756007186166629";"2013";"云南"
"0.06769777580318219";"2012";"云南"
"0.064785840949393";"2011";"云南"
"0.05312724477549906";"2010";"云南"
"0.030636668262326472";"2009";"云南"
"0.035076647997686096";"2008";"云南"
"0.040249862784558686";"2007";"云南"
"0.03103945471228208";"2006";"云南"
"0.033731274367061505";"2005";"云南"
"0.038384972691542035";"2004";"云南"
"0.018283601253145702";"2003";"云南"
"0.019941165751177988";"2002";"云南"
"0.16448615629461463";"2019";"浙江"
"0.15888316813717707";"2018";"浙江"
"0.1557632398753894";"2017";"浙江"
"0.15188583078491336";"2016";"浙江"
"0.14663110088992581";"2015";"浙江"
"0.15100904662491302";"2014";"浙江"
"0.17331537639901545";"2013";"浙江"
"0.14954372184359477";"2012";"浙江"
"0.12558297486982115";"2011";"浙江"
"0.10480763058646972";"2010";"浙江"
"0.10044720439326181";"2009";"浙江"
"0.09530374046503079";"2008";"浙江"
"0.08591912951265618";"2007";"浙江"
"0.08419124466703766";"2006";"浙江"
"0.05421924451626741";"2005";"浙江"
"0.0747451343836886";"2004";"浙江"
"0.06169967756794104";"2003";"浙江"
"0.05771898991767644";"2002";"浙江"
