"ts_code";"ann_date";"ann_type";"title";"pub_time";"src_url"
"300493.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-15/1202180439.PDF"
"300493.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-10/1203145019.PDF"
"300493.SZ";"2017";"年度报告";"2017年年度报告（更新后）";"2018-06-06 19:26:07";"http://static.cninfo.com.cn/finalpage/2018-06-06/1205041876.PDF"
"300493.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-16/1207505491.PDF"
"300494.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-21/1202211163.PDF"
"300494.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-15/1203298464.PDF"
"300494.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-23/1204677669.PDF"
"300494.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-02 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-02/1205982309.PDF"
"300494.SZ";"2019";"年度报告";"2019年年度报告";"2020-05-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-05-22/1207845215.PDF"
"300495.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-23/1206071374.PDF"
"300495.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-27/1207607494.PDF"
"300496.SZ";"2015";"年度报告";"2015年年度报告（更新后）";"2016-06-23 17:33:45";"http://static.cninfo.com.cn/finalpage/2016-06-23/1202394343.PDF"
"300496.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-21/1203179045.PDF"
"300496.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-27/1204805907.PDF"
"300496.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-26/1206103677.PDF"
"300497.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-26/1202239253.PDF"
"300497.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-20/1204666445.PDF"
"300497.SZ";"2018";"年度报告";"2018年年度报告（更新后）";"2019-04-30 19:11:27";"http://static.cninfo.com.cn/finalpage/2019-04-30/1206200966.PDF"
"300498.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-18/1202185591.PDF"
"300499.SZ";"2015";"年度报告";"2015年年度报告（更新后）";"2016-05-14 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-05-14/1202320929.PDF"
"300499.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204736484.PDF"
"300500.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-15/1202180830.PDF"
"300500.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-14 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-14/1204626273.PDF"
"300500.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-20/1206059353.PDF"
"300501.SZ";"2015";"年度报告";"2015年年度报告摘要";"2016-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-21/1202210780.PDF"
"300501.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-08 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-08/1203137648.PDF"
"300501.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-20/1204664647.PDF"
"300501.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-19/1205913073.PDF"
"300502.SZ";"2016";"年度报告";"2016年年度报告（更新后）";"2017-04-18 16:07:09";"http://static.cninfo.com.cn/finalpage/2017-04-18/1203322485.PDF"
"300502.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204738102.PDF"
"300502.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-24/1206077316.PDF"
"300502.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207557420.PDF"
"300503.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-31/1203240757.PDF"
"300503.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-17/1204642989.PDF"
"300503.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-16/1206022077.PDF"
"300503.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207605132.PDF"
"300504.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204736713.PDF"
"300504.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-12/1206011273.PDF"
"300504.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207558065.PDF"
"300505.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-10/1203262999.PDF"
"300505.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-24/1206079885.PDF"
"300506.SZ";"2015";"年度报告";"2015年年度报告";"2016-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-23/1202226717.PDF"
"300506.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-26/1203389313.PDF"
"300507.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-21/1203179299.PDF"
"300507.SZ";"2018";"年度报告";"2018年年度报告";"2019-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-28/1205947227.PDF"
"300507.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207549572.PDF"
"300508.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-25/1203375262.PDF"
"300508.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-17/1207515139.PDF"
"300509.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-26/1203382063.PDF"
"300509.SZ";"2017";"年度报告";"2017年年度报告";"2018-03-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-21/1204495158.PDF"
"300509.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-26/1206104637.PDF"
"300509.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207642125.PDF"
"300510.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-24/1206079880.PDF"
"300510.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207646128.PDF"
"300511.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206093328.PDF"
"300512.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-12/1203284460.PDF"
"300512.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204738306.PDF"
"300513.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-18/1204648590.PDF"
"300513.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207642165.PDF"
"300514.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-16/1204627400.PDF"
"300514.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206091572.PDF"
"300514.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207541347.PDF"
"300515.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-31/1203236763.PDF"
"300515.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-24/1204697459.PDF"
"300515.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-09 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-09/1205999652.PDF"
"300515.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207539252.PDF"
"300516.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-31/1203237366.PDF"
"300516.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207684623.PDF"
"300517.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-11 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-11/1206006565.PDF"
"300517.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207637376.PDF"
"300518.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207642317.PDF"
"300519.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-18/1203313572.PDF"
"300519.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-19/1206053385.PDF"
"300519.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207538348.PDF"
"300520.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-16/1206022032.PDF"
"300520.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207430963.PDF"
"300521.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207643914.PDF"
"300522.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-20/1203334349.PDF"
"300522.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-24/1204699324.PDF"
"300522.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-03 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-03/1207452729.PDF"
"300523.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-13/1203291363.PDF"
"300523.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207558526.PDF"
"300526.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-26/1203386232.PDF"
"300526.SZ";"2017";"年度报告";"2017年年度报告（更新后）";"2018-05-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-05-15/1204943651.PDF"
"300526.SZ";"2019";"年度报告";"2019年年度报告（更新后）";"2020-05-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-05-27/1207863839.PDF"
"300527.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-26/1203383655.PDF"
"300527.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-24/1204703325.PDF"
"300527.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206093939.PDF"
"300527.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207655905.PDF"
"300528.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-08 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-08/1207463158.PDF"
"300529.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-21/1203345687.PDF"
"300529.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-03 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-03/1204577405.PDF"
"300530.SZ";"2018";"年度报告";"2018年年度报告（更新后）";"2019-05-22 19:19:23";"http://static.cninfo.com.cn/finalpage/2019-05-22/1206295727.PDF"
"300531.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-12/1203284247.PDF"
"300531.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204741056.PDF"
"300532.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-06 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-06/1203254888.PDF"
"300532.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-23/1206070397.PDF"
"300532.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207431667.PDF"
"300533.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-24/1204698804.PDF"
"300533.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207551044.PDF"
"300534.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-23/1203187374.PDF"
"300534.SZ";"2017";"年度报告";"2017年年度报告";"2018-03-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-23/1204506666.PDF"
"300534.SZ";"2018";"年度报告";"2018年年度报告";"2019-03-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-16/1205902774.PDF"
"300534.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-09 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-09/1207468592.PDF"
"300535.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207587471.PDF"
"300536.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-03-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-15/1205899376.PDF"
"300537.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-17/1204641875.PDF"
"300537.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206089786.PDF"
"300537.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-27/1207612310.PDF"
"300538.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-10/1203262398.PDF"
"300538.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-01 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-01/1205966594.PDF"
"300540.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-13/1203289927.PDF"
"300540.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204734887.PDF"
"300540.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207687147.PDF"
"300541.SZ";"2016";"年度报告";"2016年度报告披露提示性公告";"2017-04-05 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-05/1203245200.PDF"
"300541.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-12/1204617659.PDF"
"300541.SZ";"2018";"年度报告";"2018年度报告披露提示性公告";"2019-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-10/1206002357.PDF"
"300541.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207583030.PDF"
"300542.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-21/1203344684.PDF"
"300542.SZ";"2018";"年度报告";"2018年年度报告";"2019-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-30/1205966192.PDF"
"300543.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-25/1203194113.PDF"
"300543.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204737598.PDF"
"300543.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206088938.PDF"
"300543.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-18/1207525090.PDF"
"300545.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-31/1203240590.PDF"
"300545.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-03-09 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-09/1204464333.PDF"
"300545.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-02-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-02-28/1205855369.PDF"
"300546.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-10/1203263320.PDF"
"300546.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-16/1204627208.PDF"
"300546.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-22/1206061195.PDF"
"300547.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-31/1203237678.PDF"
"300547.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-03 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-03/1205988950.PDF"
"300547.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207583784.PDF"
"300548.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-12/1203284465.PDF"
"300548.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-29/1204534577.PDF"
"300549.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207604116.PDF"
"300550.SZ";"2016";"年度报告";"2016年年度报告（更新后）";"2017-06-05 17:18:04";"http://static.cninfo.com.cn/finalpage/2017-06-05/1203590247.PDF"
"300550.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204737689.PDF"
"300550.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-26/1206106297.PDF"
"300550.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-27/1207608078.PDF"
"300551.SZ";"2016";"年度报告";"2016年年度报告（更新后）";"2017-04-27 17:29:10";"http://static.cninfo.com.cn/finalpage/2017-04-27/1203411846.PDF"
"300551.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-23/1204680150.PDF"
"300551.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-26/1206107647.PDF"
"300551.SZ";"2019";"年度报告";"2019年年度报告（更新后）";"2020-08-08 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-08-08/1208142813.PDF"
"300552.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-25/1203195434.PDF"
"300552.SZ";"2017";"年度报告";"2017年年度报告";"2018-04-05 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-05/1204590802.PDF"
"300552.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-12/1206011585.PDF"
"300553.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-13/1203289788.PDF"
"300553.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-12 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-12/1206008611.PDF"
"300553.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-10/1207470682.PDF"
"300554.SZ";"2017";"年度报告";"2017年年度报告（更新后）";"2018-06-01 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-06-01/1205021223.PDF"
"300554.SZ";"2018";"年度报告";"2018年年度报告（更新后）";"2019-06-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-06-10/1206341863.PDF"
"300555.SZ";"2016";"年度报告";"2016年年度报告摘要";"2017-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-21/1203344473.PDF"
"300557.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-20/1206060201.PDF"
"300557.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207671928.PDF"
"300558.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-10/1204597103.PDF"
"300558.SZ";"2018";"年度报告";"2018年度报告披露提示性公告";"2019-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-16/1206021932.PDF"
"300558.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207541810.PDF"
"300559.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-03-09 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-09/1204464312.PDF"
"300559.SZ";"2018";"年度报告";"2018年年度报告";"2019-03-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-20/1205918833.PDF"
"300560.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-15/1203298753.PDF"
"300560.SZ";"2018";"年度报告";"2018年年度报告（更新后）";"2019-04-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-19/1206052282.PDF"
"300560.SZ";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207635554.PDF"
"300561.SZ";"2016";"年度报告";"2016年度报告披露提示性公告";"2017-01-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-01-17/1203019633.PDF"
"300562.SZ";"2016";"年度报告";"2016年年度报告";"2017-03-03 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-03/1203126951.PDF"
"300562.SZ";"2017";"年度报告";"2017年年度报告";"2018-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-30/1204545505.PDF"
"300563.SZ";"2017";"年度报告";"2017年年度报告";"2018-03-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-20/1204488499.PDF"
"300563.SZ";"2018";"年度报告";"2018年年度报告";"2019-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-23/1206066568.PDF"
"300563.SZ";"2019";"年度报告";"2019年年度报告";"2020-03-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-17/1207378065.PDF"
"300564.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207587225.PDF"
"300565.SZ";"2017";"年度报告";"2017年年度报告摘要";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204738922.PDF"
"300565.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-23/1206070775.PDF"
"300565.SZ";"2019";"年度报告";"2019年年度报告";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207585816.PDF"
"300566.SZ";"2016";"年度报告";"2016年年度报告";"2017-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-25/1203373708.PDF"
"300566.SZ";"2018";"年度报告";"2018年年度报告摘要";"2019-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-25/1206090600.PDF"
